;ANIMAL;GENDER;AH_W_G;PH_W_G;SHAVINGS_W_G;TOTAL;AH_L;AH_C;AH_STUMP_L;PH_L;PH_C;PH_STUMP_L;CALC_AGE;CALC_ARRIVAL;DH_YEAR;DH_MONTH;DH_QUARTER;W_DIFF;L_DIFF;C_DIFF;B_YEAR;B_MONTH;B_QUARTER;DIM_DEHORN;INT_DEHORN;CALC_PARITY;C_YEAR;C_MONTH;C_QUARTER;N_DEHORNINGS;GR_DAYS;G_TOTAL;G_AH_W;G_AH_L;G_AH_C;G_PH_W;G_PH_L;G_PH_C;DAYSDUE
607;304;M;471;NA;20;491;155;430;65;NA;320;NA;711;NA;2014;2;1;NA;NA;110;2012;3;1;NA;NA;0;NA;NA;NA;1;711;0,690576653;0,662447257;0,218002813;0,604781997;NA;NA;0,450070323;NA
608;305;M;1238;165;103;1506;150;435;90;60;310;20;1276;NA;2015;9;3;1073;90;125;2012;3;1;NA;565;0;NA;NA;NA;2;565;2,665486726;2,191150442;0,265486726;0,769911504;0,292035398;0,10619469;0,548672566;NA
609;305;F;1500;237;58;1795;350;565;90;80;540;30;NA;42;2011;6;2;1263;270;25;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;305;F;1342;248;113;1703;120;600;80;40;585;30;NA;535;2012;11;4;1094;80;15;NA;NA;NA;NA;493;0;NA;NA;NA;2;493;3,454361055;2,722109533;0,243407708;1,21703854;0,503042596;0,081135903;1,186612576;NA
611;306;F;1710;386;142;2238;155;660;85;55;620;25;NA;1213;2014;9;3;1324;100;40;NA;NA;NA;NA;678;0;NA;NA;NA;3;678;3,300884956;2,522123894;0,228613569;0,973451327;0,569321534;0,081120944;0,914454277;NA
612;306;F;2813;436;102;3351;560;670;80;165;560;25;NA;54;2011;8;3;2377;395;110;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;966
613;307;F;1718;206;131;2055;125;680;55;40;660;30;NA;656;2013;4;2;1512;85;20;NA;NA;NA;NA;602;0;NA;NA;NA;2;602;3,413621262;2,853820598;0,207641196;1,129568106;0,342192691;0,066445183;1,096345515;364
614;308;F;2615;732;NA;3347;120;625;NA;45;540;NA;NA;1026;2014;4;2;1883;75;85;NA;NA;NA;6;370;1;2014;4;2;3;370;9,045945946;7,067567568;0,324324324;1,689189189;1,978378378;0,121621622;1,459459459;NA
615;308;M;507;50;NA;557;160;345;NA;35;240;NA;NA;19;2011;7;3;457;125;105;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;308;F;4770;607;27;5404;650;670;NA;170;510;20;NA;16;2012;2;1;4163;480;160;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;804
617;309;F;1473;206;196;1875;145;660;75;45;580;35;NA;1054;2014;12;4;1267;100;80;NA;NA;NA;234;1038;1;2014;4;2;2;1038;1,806358382;1,419075145;0,139691715;0,63583815;0,198458574;0,043352601;0,558766859;NA
618;309;F;1978;406;94;2478;435;585;90;110;510;40;NA;16;2012;2;1;1572;325;75;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
619;310;F;1064;186;102;1352;100;590;90;30;520;40;NA;535;2013;7;3;878;70;70;NA;NA;NA;NA;519;0;NA;NA;NA;2;519;2,605009634;2,050096339;0,192678227;1,136801541;0,358381503;0,057803468;1,001926782;NA
620;311;F;2091;714;NA;2805;125;585;NA;55;510;NA;NA;753;2014;2;1;1377;70;75;NA;NA;NA;NA;218;0;NA;NA;NA;3;218;12,86697248;9,591743119;0,573394495;2,683486239;3,275229358;0,252293578;2,339449541;NA
621;311;F;2438;339;27;2804;540;630;75;160;535;20;NA;16;2012;2;1;2099;380;95;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;69
622;312;F;NA;12;NA;12;NA;NA;NA;20;160;NA;453;NA;2015;5;2;NA;NA;NA;2014;2;1;NA;NA;0;NA;NA;NA;1;453;0,026490066;NA;NA;NA;0,026490066;0,04415011;0,353200883;NA
623;312;F;2322;306;81;2709;490;585;80;130;470;30;NA;16;2012;2;1;2016;360;115;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;755
624;312;F;967;161;68;1196;100;600;100;35;460;30;NA;535;2013;7;3;806;65;140;NA;NA;NA;NA;519;0;NA;NA;NA;2;519;2,304431599;1,863198459;0,192678227;1,156069364;0,310211946;0,06743738;0,886319846;236
625;313;F;1250;156;139;1545;120;600;80;40;410;80;NA;1117;2015;2;1;1094;80;190;NA;NA;NA;346;582;1;2014;3;1;3;582;2,654639175;2,147766323;0,206185567;1,030927835;0,268041237;0,068728522;0,704467354;292
626;314;F;738;31;44;813;195;460;55;50;320;20;757;NA;2014;2;1;707;145;140;2012;1;1;NA;NA;0;NA;NA;NA;1;757;1,073976222;0,974900925;0,257595773;0,607661823;0,040951123;0,066050198;0,422721268;NA
627;314;F;1724;255;NA;1979;500;370;NA;140;260;NA;NA;0;2010;10;4;1469;360;110;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;803
628;314;F;798;363;95;1256;80;590;70;60;520;30;NA;785;2012;12;4;435;20;70;NA;NA;NA;NA;785;0;NA;NA;NA;2;785;1,6;1,01656051;0,101910828;0,751592357;0,462420382;0,076433121;0,662420382;18
629;315;F;1657;597;NA;2254;130;540;NA;55;440;NA;NA;1241;2014;3;1;1060;75;100;NA;NA;NA;438;456;1;2013;1;1;3;456;4,942982456;3,63377193;0,285087719;1,184210526;1,309210526;0,120614035;0,964912281;NA
630;315;F;4343;1105;139;5587;635;695;90;250;645;15;NA;15;2012;2;1;3238;385;50;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;207
631;316;F;1585;278;280;2143;95;700;95;25;680;35;NA;1053;2014;12;4;1307;70;20;NA;NA;NA;831;1038;1;2012;9;3;2;1038;2,064547206;1,526974952;0,091522158;0,674373796;0,267822736;0,024084778;0,655105973;NA
632;316;F;1665;402;63;2130;400;570;75;130;510;20;NA;15;2012;2;1;1263;270;60;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
633;317;F;966;166;80;1212;95;600;95;25;480;35;NA;534;2013;7;3;800;70;120;NA;NA;NA;NA;519;0;NA;NA;NA;2;519;2,335260116;1,861271676;0,183044316;1,156069364;0,319845857;0,048169557;0,924855491;NA
634;318;F;2778;899;NA;3677;185;590;NA;65;470;NA;NA;788;2014;3;1;1879;120;120;NA;NA;NA;NA;254;0;NA;NA;NA;3;254;14,47637795;10,93700787;0,728346457;2,322834646;3,539370079;0,255905512;1,850393701;NA
635;318;F;2141;335;94;2570;480;620;100;130;500;30;NA;253;2013;7;3;1806;350;120;NA;NA;NA;168;NA;1;2013;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
636;319;F;1513;245;77;1835;150;620;65;70;500;30;NA;917;2015;5;2;1268;80;120;NA;NA;NA;832;664;1;2013;1;1;2;664;2,763554217;2,278614458;0,225903614;0,93373494;0,368975904;0,105421687;0,753012048;NA
637;319;M;684;NA;32;716;180;480;90;NA;320;NA;832;NA;2015;5;2;NA;NA;160;2013;1;1;NA;NA;0;NA;NA;NA;1;832;0,860576923;0,822115385;0,216346154;0,576923077;NA;NA;0,384615385;NA
638;319;F;1089;78;81;1248;260;520;100;45;370;25;1110;379;2013;11;4;1011;215;150;2010;11;4;NA;NA;0;NA;NA;NA;1;1110;1,124324324;0,981081081;0,234234234;0,468468468;0,07027027;0,040540541;0,333333333;NA
639;320;F;941;132;84;1157;120;580;90;30;480;40;1649;918;2015;5;2;809;90;100;2010;11;4;NA;539;0;NA;NA;NA;2;539;2,146567718;1,745825603;0,222634508;1,07606679;0,244897959;0,055658627;0,890538033;NA
640;321;F;1956;543;110;2609;410;610;80;160;560;25;NA;65;2015;5;2;1413;250;50;NA;NA;NA;440;NA;1;2014;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
641;321;F;3573;421;115;4109;625;660;85;160;600;40;NA;75;2015;5;2;3152;465;60;NA;NA;NA;440;NA;1;2014;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
642;322;F;1454;555;120;2129;380;630;90;170;580;30;NA;73;2015;5;2;899;210;50;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;112
643;322;F;280;NA;23;303;150;390;80;NA;200;NA;711;165;2015;8;3;NA;NA;190;2013;9;3;NA;NA;0;NA;NA;NA;1;711;0,426160338;0,393811533;0,210970464;0,548523207;NA;NA;0,281293952;NA
644;323;F;400;25;17;442;160;420;70;30;300;10;863;NA;2015;5;2;375;130;120;2013;1;1;NA;NA;0;NA;NA;NA;1;863;0,51216686;0,463499421;0,185399768;0,486674392;0,028968714;0,034762457;0,347624565;NA
645;323;F;1359;253;90;1702;320;370;80;100;270;20;1838;12;2015;10;4;1106;220;100;2010;10;4;NA;NA;0;NA;NA;NA;1;1838;0,926006529;0,739390642;0,174102285;0,201305767;0,137649619;0,054406964;0,146898803;NA
646;324;F;3926;NA;NA;3926;540;580;NA;NA;NA;NA;NA;0;2015;10;4;NA;NA;NA;NA;NA;NA;607;NA;1;2014;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
647;324;F;1762;331;107;2200;460;400;70;150;290;30;NA;10;2015;10;4;1431;310;110;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
648;324;F;2766;364;170;3300;580;480;70;140;305;30;NA;10;2015;10;4;2402;440;175;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
649;325;F;1478;518;NA;1996;75;670;NA;30;520;NA;NA;16;2015;10;4;960;45;150;NA;NA;NA;NA;6;0;NA;NA;NA;2;6;332,6666667;246,3333333;12,5;111,6666667;86,33333333;5;86,66666667;NA
650;325;F;2126;248;NA;2374;520;405;NA;120;276;NA;NA;0;2010;10;4;1878;400;129;NA;NA;NA;730;NA;1;2008;10;3;1;NA;NA;NA;NA;NA;NA;NA;NA;218
651;326;F;1359;495;157;2011;105;NA;85;60;NA;20;NA;737;2012;11;4;864;45;NA;NA;NA;NA;519;737;2;2011;6;2;2;737;2,728629579;1,843962008;0,142469471;NA;0,671641791;0,081411126;NA;515
652;327;F;1473;243;74;1790;110;640;80;35;600;35;NA;1415;2014;9;3;1230;75;40;NA;NA;NA;163;678;3;2014;4;2;3;678;2,640117994;2,172566372;0,162241888;0,943952802;0,35840708;0,051622419;0,884955752;NA
653;327;F;252;NA;11;263;120;400;70;NA;NA;NA;519;NA;2012;11;4;NA;NA;NA;2011;6;2;NA;NA;0;NA;NA;NA;1;519;0,506743738;0,485549133;0,231213873;0,770712909;NA;NA;NA;NA
654;327;F;809;100;70;979;150;510;80;40;520;40;1000;NA;2014;2;1;709;110;-10;2011;6;2;NA;481;0;NA;NA;NA;2;481;2,035343035;1,681912682;0,311850312;1,06029106;0,207900208;0,083160083;1,081081081;NA
655;328;F;1285;270;140;1695;170;380;80;70;250;20;1565;NA;2015;9;3;1015;100;130;2011;6;2;NA;565;0;NA;NA;NA;3;565;3;2,274336283;0,300884956;0,672566372;0,477876106;0,123893805;0,442477876;NA
656;328;M;755;33;33;821;230;450;80;30;310;20;1186;456;2012;1;1;722;200;140;2008;10;4;NA;NA;0;NA;NA;NA;1;1186;0,692242833;0,636593592;0,193929174;0,379426644;0,027824621;0,02529511;0,261382799;NA
657;329;M;1001;80;80;1161;170;520;80;40;420;10;2180;1450;2014;10;4;921;130;100;2008;10;4;NA;994;0;NA;NA;NA;2;994;1,168008048;1,007042254;0,171026157;0,523138833;0,080482897;0,040241449;0,422535211;NA
658;329;F;690;NA;NA;690;275;335;NA;NA;NA;NA;NA;0;2010;10;4;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;140
659;330;F;856;309;94;1259;110;565;80;90;470;80;NA;784;2012;12;4;547;20;95;NA;NA;NA;644;784;1;2011;3;1;2;784;1,605867347;1,091836735;0,140306122;0,720663265;0,394132653;0,114795918;0,599489796;455
660;331;F;885;145;95;1125;115;590;65;25;480;25;NA;1448;2014;10;4;740;90;110;NA;NA;NA;209;664;2;2014;3;1;3;664;1,694277108;1,332831325;0,173192771;0,888554217;0,218373494;0,037650602;0,722891566;NA
661;331;F;694;NA;61;755;180;520;80;NA;390;NA;993;NA;2013;12;4;NA;NA;130;2011;3;1;NA;NA;0;NA;NA;NA;1;993;0,760322256;0,698892246;0,181268882;0,52366566;NA;NA;0,392749245;NA
662;332;F;1062;88;78;1228;135;560;105;40;500;40;1616;NA;2015;8;3;974;95;60;2011;3;1;NA;623;0;NA;NA;NA;2;623;1,971107544;1,704654896;0,216693419;0,898876404;0,141252006;0,064205457;0,802568218;NA
663;332;F;1185;209;NA;1394;365;360;NA;90;260;NA;NA;0;2010;10;4;976;275;100;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;439
664;332;F;1359;235;64;1658;150;595;75;50;500;15;NA;784;2012;12;4;1124;100;95;NA;NA;NA;345;784;1;2012;1;1;2;784;2,114795918;1,733418367;0,191326531;0,758928571;0,299744898;0,06377551;0,637755102;757
665;333;F;1181;223;93;1497;125;600;75;45;420;25;NA;1414;2014;9;3;958;80;180;NA;NA;NA;975;630;1;2012;1;1;3;630;2,376190476;1,874603175;0,198412698;0,952380952;0,353968254;0,071428571;0,666666667;127
666;334;F;710;21;40;771;210;490;70;30;360;20;975;NA;2014;9;3;689;180;130;2012;1;1;NA;NA;0;NA;NA;NA;1;975;0,790769231;0,728205128;0,215384615;0,502564103;0,021538462;0,030769231;0,369230769;NA
667;334;F;1583;330;68;1981;255;595;75;95;525;30;NA;806;2010;11;4;1253;160;70;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;979
668;334;F;1328;318;118;1764;120;600;75;30;520;35;NA;1242;2012;1;1;1010;90;80;NA;NA;NA;NA;436;0;NA;NA;NA;2;436;4,04587156;3,04587156;0,275229358;1,376146789;0,729357798;0,068807339;1,19266055;543
669;335;F;1311;314;156;1781;110;610;70;50;540;20;NA;1741;2013;6;2;997;60;70;NA;NA;NA;NA;499;0;NA;NA;NA;3;499;3,569138277;2,627254509;0,220440882;1,22244489;0,629258517;0,100200401;1,082164329;44
670;336;F;1600;340;150;2090;145;610;85;70;540;10;NA;2454;2015;5;2;1260;75;70;NA;NA;NA;669;713;1;2013;7;2;4;713;2,931276297;2,244039271;0,203366059;0,855539972;0,476858345;0,098176718;0,757363254;220
671;336;M;530;17;42;589;160;460;70;20;380;20;669;NA;2015;5;2;513;140;80;2013;7;3;NA;NA;0;NA;NA;NA;1;669;0,880418535;0,792227205;0,23916293;0,687593423;0,025411061;0,029895366;0,568011958;NA
672;337;F;1110;373;119;1602;120;610;60;75;520;25;NA;1738;2013;6;2;737;45;90;NA;NA;NA;516;NA;1;2012;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
673;337;M;998;49;42;1089;245;470;75;35;380;5;888;NA;2014;6;2;949;210;90;2012;1;1;NA;NA;0;NA;NA;NA;1;888;1,226351351;1,123873874;0,275900901;0,529279279;0,05518018;0,039414414;0,427927928;NA
674;338;M;1365;290;120;1775;170;450;90;70;330;20;1404;NA;2015;11;4;1075;100;120;2012;1;1;NA;516;0;NA;NA;NA;2;516;3,439922481;2,645348837;0,329457364;0,872093023;0,562015504;0,135658915;0,639534884;NA
675;338;F;1498;477;91;2066;170;640;80;60;550;15;NA;1080;2011;8;3;1021;110;90;NA;NA;NA;886;NA;1;2009;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;118
676;339;F;1259;182;107;1548;115;660;75;30;52;45;NA;1779;2013;7;3;1077;85;608;NA;NA;NA;581;699;2;2011;12;4;2;699;2,214592275;1,801144492;0,164520744;0,944206009;0,26037196;0,042918455;0,074391989;264
677;339;M;1113;124;49;1286;240;550;80;50;550;20;1130;NA;2012;4;2;989;190;0;2009;3;1;NA;NA;0;NA;NA;NA;1;1130;1,138053097;0,984955752;0,212389381;0,486725664;0,109734513;0,044247788;0,486725664;NA
678;339;M;1212;243;90;1545;145;610;85;35;615;40;1685;NA;2013;10;4;969;110;-5;2009;3;1;NA;555;0;NA;NA;NA;2;555;2,783783784;2,183783784;0,261261261;1,099099099;0,437837838;0,063063063;1,108108108;NA
679;340;M;1375;263;95;1733;140;655;110;50;600;30;2258;NA;2015;5;2;1112;90;55;2009;3;1;NA;573;0;NA;NA;NA;3;573;3,02443281;2,39965096;0,244328098;1,143106457;0,458987784;0,087260035;1,047120419;NA
680;341;M;930;57;59;1046;230;500;60;30;360;20;1136;NA;2015;1;1;873;200;140;2011;12;4;NA;NA;0;NA;NA;NA;1;1136;0,920774648;0,818661972;0,202464789;0,440140845;0,050176056;0,026408451;0,316901408;NA
681;341;F;1909;624;141;2674;175;620;75;90;540;20;NA;866;2011;9;3;1285;85;80;NA;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;16
682;341;F;1520;414;97;2031;125;620;105;75;520;25;NA;1743;2014;2;1;1106;50;100;NA;NA;NA;861;877;1;2011;10;3;2;877;2,315849487;1,7331813;0,142531357;0,70695553;0,472063854;0,085518814;0,592930445;182
683;342;F;1315;423;150;1888;110;600;90;50;520;40;NA;2304;2015;9;3;892;60;80;NA;NA;NA;379;561;2;2014;8;3;3;561;3,365418895;2,34402852;0,196078431;1,069518717;0,754010695;0,08912656;0,926916221;NA
684;342;F;1350;534;113;1997;130;630;70;75;550;25;NA;1278;2012;11;4;816;55;80;NA;NA;NA;924;NA;1;2010;5;2;1;NA;NA;NA;NA;NA;NA;NA;NA;29
685;343;F;1870;681;NA;2551;100;NA;NA;40;NA;NA;NA;1606;2013;10;4;1189;60;NA;NA;NA;NA;299;328;2;2012;12;4;2;328;7,777439024;5,701219512;0,304878049;NA;2,076219512;0,12195122;NA;NA
686;343;F;858;50;41;949;230;495;80;40;430;25;924;NA;2012;11;4;808;190;65;2010;5;2;NA;NA;0;NA;NA;NA;1;924;1,027056277;0,928571429;0,248917749;0,535714286;0,054112554;0,043290043;0,465367965;NA
687;344;F;1189;280;87;1556;180;590;90;55;540;25;1584;NA;2014;9;3;909;125;50;2010;5;2;NA;660;0;NA;NA;NA;2;660;2,357575758;1,801515152;0,272727273;0,893939394;0,424242424;0,083333333;0,818181818;NA
688;345;F;1152;372;164;1688;120;435;80;45;395;25;2011;NA;2015;11;4;780;75;40;2010;5;2;NA;427;0;NA;NA;NA;3;427;3,953161593;2,697892272;0,281030445;1,018735363;0,871194379;0,105386417;0,925058548;NA
689;345;F;763;NA;31;794;230;430;60;NA;NA;NA;995;NA;2015;9;3;NA;NA;NA;2012;12;4;NA;NA;0;NA;NA;NA;1;995;0,79798995;0,766834171;0,231155779;0,432160804;NA;NA;NA;NA
690;345;F;1945;534;126;2605;145;640;85;100;545;25;NA;1267;2012;11;4;1411;45;95;NA;NA;NA;653;NA;1;2011;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;114
691;346;F;2554;681;NA;3235;150;650;NA;55;465;NA;NA;1779;2014;4;2;1873;95;185;NA;NA;NA;398;512;2;2013;2;1;2;512;6,318359375;4,98828125;0,29296875;1,26953125;1,330078125;0,107421875;0,908203125;NA
692;346;F;392;NA;16;408;130;425;85;NA;NA;NA;653;NA;2012;11;4;NA;NA;NA;2011;1;1;NA;NA;0;NA;NA;NA;1;653;0,624808576;0,600306279;0,199081164;0,650842266;NA;NA;NA;NA
693;347;F;691;60;47;798;145;490;90;55;380;30;1362;NA;2014;10;4;631;90;110;2011;1;1;NA;709;0;NA;NA;NA;2;709;1,125528914;0,97461213;0,204513399;0,691114245;0,084626234;0,077574048;0,53596615;NA
694;348;F;923;171;92;1186;140;410;90;70;290;20;1763;NA;2015;11;4;752;70;120;2011;1;1;NA;401;0;NA;NA;NA;3;401;2,957605985;2,301745636;0,349127182;1,02244389;0,426433915;0,174563591;0,72319202;NA
695;348;F;340;17;20;377;150;400;70;20;200;10;847;NA;2015;6;2;323;130;200;2013;2;1;NA;NA;0;NA;NA;NA;1;847;0,445100354;0,401416765;0,177095632;0,472255018;0,020070838;0,023612751;0,236127509;NA
696;348;F;1976;641;60;2677;150;NA;80;60;NA;20;NA;1208;2012;9;3;1335;90;NA;NA;NA;NA;252;NA;3;2011;12;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
697;349;F;1301;234;161;1696;100;660;80;35;520;35;NA;1976;2014;10;4;1067;65;140;NA;NA;NA;1020;768;3;2011;12;4;2;768;2,208333333;1,694010417;0,130208333;0,859375;0,3046875;0,045572917;0,677083333;NA
698;349;F;443;NA;22;465;160;410;60;NA;240;NA;1020;NA;2014;10;4;NA;NA;170;2011;12;4;NA;NA;0;NA;NA;NA;1;1020;0,455882353;0,434313725;0,156862745;0,401960784;NA;NA;0,235294118;NA
699;350;F;384;33;37;454;55;450;95;25;360;35;1328;NA;2015;8;3;351;30;90;2011;12;4;NA;308;0;NA;NA;NA;2;308;1,474025974;1,246753247;0,178571429;1,461038961;0,107142857;0,081168831;1,168831169;NA
700;350;M;1560;333;110;2003;140;620;80;60;540;20;1523;823;2011;8;3;1227;80;80;2007;6;2;NA;NA;0;NA;NA;NA;1;1523;1,315167433;1,024294156;0,091923835;0,407091267;0,218647406;0,039395929;0,354563362;NA
701;351;M;1703;454;194;2351;110;685;85;60;530;20;1967;1267;2012;11;4;1249;50;155;2007;6;2;NA;444;0;NA;NA;NA;2;444;5,295045045;3,835585586;0,247747748;1,542792793;1,022522523;0,135135135;1,193693694;NA
702;352;M;4475;1362;NA;5837;210;660;NA;65;510;NA;2478;1778;2014;3;1;3113;145;150;2007;6;2;NA;511;0;NA;NA;NA;3;511;11,42270059;8,757338552;0,410958904;1,291585127;2,665362035;0,127201566;0,998043053;NA
703;352;F;1748;756;154;2658;130;635;80;75;550;15;NA;925;2011;11;4;992;55;85;NA;NA;NA;254;NA;1;2011;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;769
704;353;F;1396;282;177;1855;100;630;80;30;500;30;NA;1519;2013;7;3;1114;70;130;NA;NA;NA;848;594;1;2011;3;1;2;594;3,122895623;2,35016835;0,168350168;1,060606061;0,474747475;0,050505051;0,841750842;175
705;353;F;642;39;35;716;210;450;50;40;340;20;848;NA;2013;7;3;603;170;110;2011;3;1;NA;NA;0;NA;NA;NA;1;848;0,844339623;0,757075472;0,247641509;0,530660377;0,045990566;0,047169811;0,400943396;NA
706;354;F;955;159;60;1174;150;510;80;50;480;20;1521;NA;2015;5;2;796;100;30;2011;3;1;NA;673;0;NA;NA;NA;2;673;1,744427935;1,419019316;0,222882615;0,757800892;0,236255572;0,074294205;0,713224368;NA
707;354;F;1404;520;152;2076;120;710;80;75;605;40;NA;1273;2012;11;4;884;45;105;NA;NA;NA;970;NA;1;2010;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;15
708;355;F;1586;365;186;2137;125;650;95;50;600;40;NA;2297;2015;9;3;1221;75;50;NA;NA;NA;189;1024;3;2015;2;1;2;1024;2,086914063;1,548828125;0,122070313;0,634765625;0,356445313;0,048828125;0,5859375;NA
709;355;M;782;60;48;890;210;480;95;45;415;25;781;NA;2012;5;2;722;165;65;2010;3;1;NA;NA;0;NA;NA;NA;1;781;1,139564661;1,00128041;0,268886044;0,614596671;0,076824584;0,057618438;0,531370038;NA
710;355;M;567;NA;55;622;70;500;90;NA;460;NA;970;NA;2012;11;4;NA;NA;40;2010;3;1;NA;189;0;NA;NA;NA;2;189;3,291005291;3;0,37037037;2,645502646;NA;NA;2,433862434;NA
711;356;M;1430;368;125;1923;180;600;110;80;640;45;1630;NA;2014;9;3;1062;100;-40;2010;3;1;NA;660;0;NA;NA;NA;3;660;2,913636364;2,166666667;0,272727273;0,909090909;0,557575758;0,121212121;0,96969697;NA
712;357;F;395;NA;18;413;150;430;90;NA;260;NA;645;NA;2014;9;3;NA;NA;170;2012;11;4;NA;NA;0;NA;NA;NA;1;645;0,640310078;0,612403101;0,23255814;0,666666667;NA;NA;0,403100775;NA
713;357;F;714;44;76;834;205;505;80;40;425;30;784;NA;2013;12;4;670;165;80;2011;10;4;NA;NA;0;NA;NA;NA;1;784;1,06377551;0,910714286;0,261479592;0,644132653;0,056122449;0,051020408;0,542091837;NA
714;358;F;1430;202;141;1773;170;560;110;45;480;45;1422;NA;2015;9;3;1228;125;80;2011;10;4;NA;638;0;NA;NA;NA;2;638;2,778996865;2,24137931;0,26645768;0,877742947;0,31661442;0,070532915;0,752351097;NA
715;358;M;74;NA;NA;74;60;190;NA;NA;NA;NA;172;NA;2015;2;1;NA;NA;NA;2014;8;3;NA;NA;0;NA;NA;NA;1;172;0,430232558;0,430232558;0,348837209;1,104651163;NA;NA;NA;NA
716;358;F;915;66;35;1016;325;85;85;80;30;30;1038;612;2011;1;1;849;245;55;2008;3;1;NA;NA;0;NA;NA;NA;1;1038;0,978805395;0,88150289;0,313102119;0,081888247;0,063583815;0,077071291;0,028901734;1165
717;359;F;742;135;60;937;110;530;85;40;405;25;1546;1120;2012;6;2;607;70;125;2008;3;1;NA;508;0;NA;NA;NA;2;508;1,844488189;1,460629921;0,216535433;1,043307087;0,265748031;0,078740157;0,797244094;657
718;359;F;700;100;72;872;90;540;70;15;420;25;1853;1427;2013;4;2;600;75;120;2008;3;1;NA;307;0;NA;NA;NA;3;307;2,840390879;2,280130293;0,293159609;1,758957655;0,325732899;0,048859935;1,368078176;350
719;360;F;1016;226;63;1305;130;500;80;50;400;10;2615;2189;2015;5;2;790;80;100;2008;3;1;412;762;1;2014;3;1;4;762;1,712598425;1,333333333;0,170603675;0,656167979;0,296587927;0,065616798;0,524934383;NA
720;360;F;1311;319;114;1744;130;610;90;70;510;20;NA;925;2011;12;4;992;60;100;NA;NA;NA;649;NA;2;2010;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;103
721;361;F;1845;374;105;2324;180;610;90;80;580;15;NA;1933;2014;9;3;1471;100;30;NA;NA;NA;224;1008;4;2014;1;1;2;1008;2,305555556;1,830357143;0,178571429;0,60515873;0,371031746;0,079365079;0,575396825;426
722;361;F;698;68;33;799;200;480;75;50;420;15;649;NA;2011;12;4;630;150;60;2010;2;1;NA;NA;0;NA;NA;NA;1;649;1,231124807;1,07550077;0,30816641;0,739599384;0,104776579;0,077041602;0,647149461;NA
723;362;F;1676;384;142;2202;220;565;100;70;560;30;1363;NA;2013;11;4;1292;150;5;2010;2;1;NA;714;0;NA;NA;NA;2;714;3,084033613;2,347338936;0,308123249;0,791316527;0,537815126;0,098039216;0,784313725;NA
724;363;F;1740;312;162;2214;190;620;80;60;620;40;1923;NA;2015;5;2;1428;130;0;2010;2;1;NA;560;0;NA;NA;NA;3;560;3,953571429;3,107142857;0,339285714;1,107142857;0,557142857;0,107142857;1,107142857;NA
725;363;M;715;46;40;801;200;490;70;30;460;30;905;NA;2014;9;3;669;170;30;2012;3;1;NA;NA;0;NA;NA;NA;1;905;0,885082873;0,790055249;0,220994475;0,541436464;0,050828729;0,033149171;0,508287293;NA
726;364;F;27;NA;NA;27;35;140;NA;NA;NA;NA;105;NA;2014;5;2;NA;NA;NA;2014;1;1;NA;NA;0;NA;NA;NA;1;105;0,257142857;0,257142857;0,333333333;1,333333333;NA;NA;NA;NA
